"user_id","num_clicks","num_sessions","avg_session_duration","user_category","current_age","avg_flight_duration_hrs","travel_perk","age_group","gender","married","has_children","home_country","home_airport","home_airport_lat","home_airport_lon","sign_up_date","num_trips","num_flights","money_spent_hotel","flights_from_home_airport","total_seats","total_flight_cost","unique_destinations","total_trips_overall","times_of_group_bookings","total_revenue_generated_married","more_than_one_international_trip"
"617125","119","8","110.63","Solo","39","80.00","Food vouchers","36-45","F","false","false","usa","LGA","40.777","-73.872","2023-02-24","3","6","116","3","3","1230.47","3","3","0","0","Yes"
"618881","151","9","126.67","Business","63","72.00","Access to Business Lounges","60+","F","true","false","usa","JFK","40.64","-73.779","2023-02-25","3","6","657","3","5","5221.83","3","3","1","5878.83","Yes"
"625089","111","8","104.13","Solo","37","120.00","Food vouchers","36-45","F","false","true","usa","LOU","38.228","-85.664","2023-02-27","4","7","2765.50","4","4","913.33","3","4","0","0","Yes"
"625400","157","8","146.38","Solo","46","144.00","Food vouchers","46-60","M","false","true","canada","YZD","43.742","-79.466","2023-02-28","3","6","7140","3","3","925.84","3","3","0","0","Yes"
"627889","75","8","70.38","Solo","57","120.00","Food vouchers","46-60","F","true","false","usa","CLE","41.412","-81.85","2023-03-01","2","2","1764","1","1","116.28","1","2","0","1880.28","Yes"
"627893","206","8","191.63","Solo","32","48.00","Food vouchers","26-35","F","false","false","usa","JFK","40.64","-73.779","2023-03-01","3","4","2758","2","2","456.4315","2","3","0","0","Yes"
"627972","105","8","98.25","Solo","38","96.00","Food vouchers","36-45","F","true","true","usa","MEM","35.042","-89.977","2023-03-01","3","4","2573.70","2","2","382.15","2","3","0","2955.85","Yes"
"628570","139","8","129.25","Solo","44","90.00","Food vouchers","36-45","F","false","true","usa","LCK","39.814","-82.928","2023-03-01","5","9","3251","5","6","1491.2655","4","5","1","0","Yes"
"628752","150","8","138.38","Solo","45","96.00","Food vouchers","36-45","F","false","true","usa","BHM","33.563","-86.753","2023-03-01","2","4","276","2","2","668.384","2","2","0","0","Yes"
"629812","88","8","222.78","Solo","19","192.00","Food vouchers","18-25","M","false","false","usa","RIV","33.881","-117.259","2023-03-01","0","0","0","2","0","0","0","0","0","0","Yes"
"631174","111","8","102.88","Weekenders","33","120.00","Event vouchers","26-35","F","false","false","usa","JFK","40.64","-73.779","2023-03-02","2","2","663.6","1","2","2162.12","1","2","1","0","Yes"
"631787","378","8","1065.13","Solo","47","108.00","Food vouchers","46-60","M","false","false","usa","SCK","37.894","-121.239","2023-03-02","3","4","690.40","4","2","1202.390","2","3","0","0","Yes"
"632136","297","8","661.14","Solo","51","91.20","Food vouchers","46-60","F","false","false","usa","YIP","42.238","-83.53","2023-03-03","3","6","1729.0","5","3","592.84","3","3","0","0","Yes"
"632316","151","8","140.25","Solo","51","80.00","Food vouchers","46-60","F","true","false","usa","EDF","61.251","-149.806","2023-03-03","3","6","1218","3","3","2402.857","3","3","0","3620.86","Yes"
"633235","46","8","43.00","Standard Travellers","26","0","10% off on taxi services","26-35","F","false","true","canada","YYC","51.114","-114.02","2023-03-03","1","0","392","0","0","0","0","1","0","0","No"
"636078","154","8","144.88","Solo","55","48.00","Food vouchers","46-60","F","true","false","usa","SFO","37.619","-122.375","2023-03-04","3","6","142.00","3","4","2948.4385","3","3","1","3090.44","Yes"
"637555","64","8","60.50","Standard Travellers","58","0","10% off on taxi services","46-60","M","true","false","usa","JFK","40.64","-73.779","2023-03-05","0","0","0","0","0","0","0","0","0","0","No"
"640849","215","8","199.75","Solo","50","102.00","Food vouchers","46-60","F","true","false","usa","LRF","34.918","-92.146","2023-03-06","4","8","797.2","4","4","1129.7885","4","4","0","1926.99","Yes"
"641106","109","8","101.63","Business","50","64.00","Access to Business Lounges","46-60","F","true","false","usa","BRO","25.907","-97.426","2023-03-06","3","6","605.2","3","4","2530.64","3","3","1","3135.84","Yes"
"646933","127","8","118.50","Business","36","120.00","Access to Business Lounges","36-45","M","true","false","usa","JFK","40.64","-73.779","2023-03-08","2","4","3465","2","5","12795.83","2","2","1","16260.83","Yes"
"647804","91","8","84.13","Business","56","96.00","Access to Business Lounges","46-60","M","false","true","usa","LNK","40.851","-96.759","2023-03-09","2","4","2624.2","2","4","2259.98","2","2","1","0","Yes"
"653724","166","8","154.38","Solo","55","72.00","Food vouchers","46-60","M","true","false","canada","YMX","45.68","-74.039","2023-03-11","4","8","2057","4","5","1214.81","4","4","1","3271.81","Yes"
"659664","117","8","109.38","Solo","50","62.40","Food vouchers","46-60","F","false","false","usa","OKC","35.393","-97.601","2023-03-13","5","10","578","5","5","1663.602","4","5","0","0","Yes"
"683014","95","8","87.75","Solo","65","108.00","Food vouchers","60+","F","false","false","usa","ORD","41.979","-87.904","2023-03-22","3","4","3686","2","3","1841.54","2","3","1","0","Yes"
"686165","194","8","180.63","Solo","46","91.20","Food vouchers","46-60","F","false","false","usa","SAN","32.733","-117.189","2023-03-23","5","10","1634","5","5","1839.0080","5","5","0","0","Yes"
"686915","104","8","98.38","Standard Travellers","33","0","10% off on taxi services","26-35","F","false","false","usa","IAH","29.98","-95.34","2023-03-23","0","0","0","0","0","0","0","0","0","0","No"
"720819","99","8","93.88","Solo","40","192.00","Food vouchers","36-45","F","true","false","canada","YYC","51.114","-114.02","2023-04-04","1","2","220.5","1","1","206.63","1","1","0","427.13","Yes"
"739139","58","8","54.38","Standard Travellers","23","0","10% off on taxi services","18-25","F","false","false","usa","BHM","33.563","-86.753","2023-04-11","0","0","0","0","0","0","0","0","0","0","No"
"739518","108","8","101.25","Solo","40","96.00","Food vouchers","36-45","F","false","false","usa","LGA","40.777","-73.872","2023-04-11","3","5","2459.10","3","3","1467.91","3","3","0","0","Yes"
"760304","121","8","112.00","Solo","37","120.00","Food vouchers","36-45","F","false","false","usa","TUL","36.198","-95.888","2023-04-18","2","4","924","2","2","615.4125","2","2","0","0","Yes"
"118043","164","8","153.13","Solo","52","220.80","Food vouchers","46-60","F","false","true","usa","LAX","33.942","-118.408","2022-03-10","5","6","5616.45","3","6","5126.56","3","5","2","0","Yes"
"312488","76","8","71.00","Solo","31","56.00","Food vouchers","26-35","M","true","false","usa","JFK","40.64","-73.779","2022-09-05","1","2","0","1","1","407.1","1","1","0","2176.79","Yes"
"330764","375","8","1061.13","Solo","39","72.00","Food vouchers","36-45","F","false","false","usa","DET","42.409","-83.01","2022-09-20","2","0","1094","2","0","0","0","2","0","0","Yes"
"330893","133","8","124.00","Solo","43","80.00","Food vouchers","36-45","F","true","true","usa","OKC","35.393","-97.601","2022-09-20","3","6","750","3","3","861.61","3","3","0","1611.61","Yes"
"338086","137","8","128.50","Business","40","54.00","Access to Business Lounges","36-45","F","false","true","usa","IAD","38.944","-77.456","2022-09-25","2","4","152.0","2","2","981.69","2","2","0","0","Yes"
"348863","81","8","74.63","Standard Travellers","67","0","10% off on taxi services","60+","F","true","false","usa","SKF","29.384","-98.581","2022-10-04","0","0","0","0","0","0","0","0","0","0","No"
"359072","318","8","983.72","Solo","51","80.00","Food vouchers","46-60","F","true","true","canada","YUL","45.468","-73.741","2022-10-11","2","4","447","4","2","133.15","2","2","0","5263.87","Yes"
"375751","192","8","176.75","Solo","50","80.00","Food vouchers","46-60","F","true","false","usa","CLE","41.412","-81.85","2022-10-23","3","6","999","3","3","707.56","3","3","0","1706.56","Yes"
"380434","114","8","104.38","Solo","50","96.00","Food vouchers","46-60","F","true","true","usa","TIK","35.415","-97.386","2022-10-26","3","6","1426","3","3","999.3375","3","3","0","3654.54","Yes"
"380949","432","8","1115.88","Solo","46","92.57","Food vouchers","46-60","F","false","false","usa","SAT","29.534","-98.47","2022-10-26","4","8","1654","6","4","1517.09","4","4","0","0","Yes"
"386255","64","8","59.50","Solo","32","72.00","Food vouchers","26-35","F","false","true","usa","BFM","30.626","-88.068","2022-10-30","1","0","2144","0","0","0","0","1","0","0","Yes"
"388947","112","9","92.56","Solo","40","60.00","Food vouchers","36-45","M","false","false","usa","LGA","40.777","-73.872","2022-10-31","3","6","684","3","3","1196.2385","3","3","0","0","Yes"
"389434","444","8","1127.50","Solo","42","69.00","Food vouchers","36-45","F","false","false","usa","LGA","40.777","-73.872","2022-11-01","4","8","1202","6","4","1725.280","3","4","0","0","Yes"
"392453","78","8","72.38","Solo","58","168.00","Food vouchers","46-60","F","false","false","usa","ELP","31.807","-106.378","2022-11-02","1","2","1166","1","1","374.2810","1","1","0","0","Yes"
"400275","99","8","92.25","Solo","56","84.00","Food vouchers","46-60","F","true","true","usa","LUF","33.535","-112.383","2022-11-07","2","4","1052","2","2","871.9410","2","2","0","1923.94","Yes"
"407250","143","8","133.00","Solo","36","68.00","Food vouchers","36-45","F","false","false","usa","LRD","27.544","-99.461","2022-11-11","4","8","1025","4","4","1914.57","4","4","0","0","Yes"
"424553","216","8","201.13","Solo","49","228.00","Food vouchers","46-60","F","true","false","usa","TIK","35.415","-97.386","2022-11-21","3","2","1798","1","1","393.35","1","3","0","3219.46","Yes"
"430722","326","8","939.87","Solo","28","102.00","Food vouchers","26-35","M","false","false","usa","BFM","30.626","-88.068","2022-11-24","2","4","921.40","4","2","336.864","2","2","0","0","Yes"
"431899","247","8","334.13","Solo","44","102.00","Food vouchers","36-45","F","true","false","usa","SEA","47.449","-122.309","2022-11-25","0","0","0","2","0","0","0","0","0","4389.54","Yes"
"432333","120","8","112.13","Business","50","228.00","Access to Business Lounges","46-60","F","true","true","usa","MKE","42.947","-87.896","2022-11-25","2","2","1460.0","1","1","515.36","1","2","0","5462.94","Yes"
"443305","92","8","86.13","Solo","21","96.00","Food vouchers","18-25","F","false","false","usa","ORD","41.979","-87.904","2022-12-01","1","2","435","1","1","206.2","1","1","0","0","Yes"
"449980","121","8","179.25","Solo","18","360.00","Food vouchers","18-25","F","false","false","canada","YAV","50.056","-97.032","2022-12-05","0","0","0","2","0","0","0","0","0","0","Yes"
"454934","215","8","638.06","Solo","42","72.00","Food vouchers","36-45","F","true","false","usa","TCM","47.138","-122.476","2022-12-07","2","4","735","4","2","764.20","2","2","0","2787.60","Yes"
"456318","120","8","112.38","Solo","30","48.00","Food vouchers","26-35","F","false","false","usa","LAX","33.942","-118.408","2022-12-08","1","2","302","1","1","347.66","1","1","0","0","Yes"
"456671","109","8","101.63","Solo","38","48.00","Food vouchers","36-45","F","false","false","usa","SAT","29.534","-98.47","2022-12-08","1","2","160","1","1","392.49","1","1","0","0","Yes"
"474261","135","8","125.50","Solo","34","84.00","Food vouchers","26-35","F","false","false","canada","YZD","43.742","-79.466","2022-12-17","3","2","2852","1","1","63.7","1","3","0","0","Yes"
"475467","120","8","112.50","Solo","35","88.00","Food vouchers","26-35","F","false","false","usa","SAT","29.534","-98.47","2022-12-17","3","6","1920.30","3","3","959.4565","3","3","0","0","Yes"
"476956","92","8","85.00","Solo","28","72.00","Food vouchers","26-35","F","false","false","canada","YUL","45.468","-73.741","2022-12-18","3","4","984","2","2","965.52","2","3","0","0","Yes"
"481622","134","8","125.75","Solo","42","114.00","Food vouchers","36-45","F","true","false","canada","YXU","43.036","-81.154","2022-12-21","4","7","4325.8","4","5","2056.54","4","4","1","7659.37","Yes"
"487352","83","8","78.25","Solo","18","0","Food vouchers","18-25","F","false","true","usa","PHX","33.434","-112.008","2022-12-23","2","1","995.40","1","1","295.39","1","2","0","0","Yes"
"489992","135","8","126.38","Solo","29","72.00","Food vouchers","26-35","M","false","false","usa","BFL","35.433","-119.057","2022-12-25","3","4","3005.15","2","4","2500.675","2","3","1","0","Yes"
"490517","116","8","108.13","Solo","51","66.00","Food vouchers","46-60","F","true","true","usa","CLT","35.214","-80.943","2022-12-25","3","6","434","3","4","902.91","3","3","1","1723.81","Yes"
"499633","165","8","153.75","Solo","31","78.00","Food vouchers","26-35","F","false","false","usa","DAL","32.847","-96.852","2022-12-30","5","7","1550.30","4","4","1178.8470","4","5","0","0","Yes"
"500288","71","8","64.50","Standard Travellers","18","96.00","10% off on taxi services","18-25","F","false","true","usa","SPG","27.765","-82.627","2022-12-30","0","0","0","0","0","0","0","0","0","0","Yes"
"500299","75","8","70.13","Business","19","120.00","Access to Business Lounges","18-25","F","false","false","usa","RND","29.529","-98.279","2022-12-30","1","0","360","0","0","0","0","1","0","0","Yes"
"501184","262","8","242.63","Solo","56","144.00","Food vouchers","46-60","F","true","true","usa","RNO","39.498","-119.768","2022-12-31","4","6","7196","3","3","1788.19","3","4","0","9753.47","Yes"
"502412","124","8","114.75","Solo","55","80.00","Food vouchers","46-60","F","true","true","usa","JFK","40.64","-73.779","2022-12-31","3","4","842","2","2","778.638","2","3","0","2347.60","Yes"
"502826","121","8","112.88","Solo","48","72.00","Food vouchers","46-60","F","true","true","usa","LAX","33.942","-118.408","2022-12-31","3","6","0","3","3","1179.94","3","3","0","1179.94","Yes"
"503483","105","8","98.00","Solo","20","120.00","Food vouchers","18-25","F","false","true","usa","LAX","33.942","-118.408","2023-01-01","0","0","0","0","0","0","0","0","0","0","Yes"
"504240","170","8","158.25","Solo","45","116.00","Food vouchers","36-45","F","false","false","usa","LAX","33.942","-118.408","2023-01-01","6","12","1395","6","7","3116.7275","6","6","1","0","Yes"
"504435","251","8","539.98","Business","44","72.00","Access to Business Lounges","36-45","F","false","false","usa","LGB","33.818","-118.151","2023-01-01","3","6","490.5","5","5","1402.1040","3","3","1","0","Yes"
"505498","107","8","99.50","Solo","37","48.00","Food vouchers","36-45","M","false","true","usa","IAH","29.98","-95.34","2023-01-02","2","4","608","2","2","558.94","2","2","0","0","Yes"
"506013","162","8","151.00","Solo","40","66.00","Food vouchers","36-45","F","false","false","canada","YVR","49.195","-123.182","2023-01-02","4","7","526.85","4","5","3232.816","4","4","1","0","Yes"
"506675","113","8","105.38","Solo","48","128.00","Food vouchers","46-60","F","false","true","usa","DTW","42.212","-83.353","2023-01-02","4","6","1946.50","3","3","1430.605","2","4","0","0","Yes"
"507036","145","8","135.75","Solo","36","96.00","Food vouchers","36-45","F","false","false","usa","MSP","44.88","-93.217","2023-01-03","2","2","895","1","1","181.34","1","2","0","0","Yes"
"507395","492","9","1044.22","Solo","46","84.00","Food vouchers","46-60","F","true","true","usa","INT","36.134","-80.222","2023-01-03","2","4","1505","4","3","910.10","2","2","1","3044.67","Yes"
"507617","127","9","104.89","Solo","48","72.00","Food vouchers","46-60","F","true","false","canada","YUL","45.468","-73.741","2023-01-03","2","4","673.70","2","3","1938.70","2","2","1","2612.40","Yes"
"508512","222","8","206.75","Standard Travellers","68","0","10% off on taxi services","60+","F","true","false","usa","PVD","41.724","-71.428","2023-01-03","1","0","968","0","0","0","0","1","0","968.00","No"
"508912","271","8","856.00","Solo","44","88.00","Food vouchers","36-45","M","false","false","usa","TLH","30.396","-84.35","2023-01-04","2","3","0.0","4","2","544.37","2","2","0","0","Yes"
"509359","114","8","106.38","Solo","43","138.00","Food vouchers","36-45","F","false","false","usa","OAK","37.721","-122.221","2023-01-04","4","8","2735.8","4","4","2655.64","3","4","0","0","Yes"
"509919","91","8","84.38","Solo","47","108.00","Food vouchers","46-60","M","true","false","usa","TPA","27.975","-82.533","2023-01-04","3","4","2138","2","2","1264.7","2","3","0","3402.70","Yes"
"510079","96","9","79.22","Solo","30","24.00","Food vouchers","26-35","F","false","false","usa","LGA","40.777","-73.872","2023-01-04","1","2","0","1","1","406.43","1","1","0","0","Yes"
"510185","157","8","146.25","Solo","44","168.00","Food vouchers","36-45","F","true","false","usa","HOU","29.645","-95.279","2023-01-04","4","5","7456.10","3","3","1072.65","3","4","0","8528.75","Yes"
"510686","160","8","148.25","Solo","36","60.00","Food vouchers","36-45","F","true","false","usa","PIE","27.911","-82.687","2023-01-05","3","4","4975","2","4","2374.846","2","3","1","7349.85","Yes"
"511195","152","8","140.00","Solo","53","72.00","Food vouchers","46-60","F","true","false","usa","TLH","30.396","-84.35","2023-01-05","2","2","1802","1","1","573.78","1","2","0","2375.78","Yes"
"511219","59","8","54.75","Standard Travellers","18","0","10% off on taxi services","18-25","F","false","false","usa","PHX","33.434","-112.008","2023-01-05","1","0","412","0","0","0","0","1","0","0","No"
"511504","136","8","127.00","Solo","34","80.00","Food vouchers","26-35","F","false","false","usa","IAD","38.944","-77.456","2023-01-05","3","6","1179","3","3","1519.61","3","3","0","0","Yes"
"511638","95","8","89.13","Solo","35","96.00","Food vouchers","26-35","F","false","true","usa","FAT","36.776","-119.718","2023-01-05","3","4","2411","2","2","796.47","2","3","0","0","Yes"
"511884","150","8","139.00","Solo","42","78.00","Food vouchers","36-45","F","false","false","usa","LAX","33.942","-118.408","2023-01-05","4","8","1623","4","4","1665.77","3","4","0","0","Yes"
"511902","166","9","137.33","Solo","52","88.00","Food vouchers","46-60","F","true","true","canada","YMX","45.68","-74.039","2023-01-05","3","6","1146.20","3","3","1102.55","3","3","0","2248.75","Yes"
"512204","175","8","161.88","Solo","55","90.00","Food vouchers","46-60","F","false","false","usa","NZC","30.219","-81.876","2023-01-05","4","8","2107.5","4","4","1351.712","4","4","0","0","Yes"
"512463","161","8","150.75","Solo","38","120.00","Food vouchers","36-45","M","false","false","usa","LNK","40.851","-96.759","2023-01-05","4","7","1042","4","5","2585.51","4","4","1","0","Yes"
"512691","124","8","115.13","Solo","32","72.00","Food vouchers","26-35","F","false","true","usa","LGA","40.777","-73.872","2023-01-05","2","4","397.40","2","2","1213.17","2","2","0","0","Yes"
"512945","119","8","110.75","Solo","25","264.00","Food vouchers","18-25","F","false","false","usa","LAX","33.942","-118.408","2023-01-06","3","4","2783","2","2","964.75","2","3","0","0","Yes"
"513031","90","9","74.78","Solo","46","48.00","Food vouchers","46-60","F","true","true","usa","DTW","42.212","-83.353","2023-01-06","3","4","2990","2","2","700.80","2","3","0","3690.80","Yes"
"513089","141","8","131.13","Solo","39","360.00","Food vouchers","36-45","F","true","false","usa","SMF","38.695","-121.591","2023-01-06","3","2","2220.6","1","1","215.62","1","3","0","2436.22","Yes"
"513103","130","8","123.00","Solo","32","96.00","Food vouchers","26-35","F","false","true","usa","PHL","39.872","-75.241","2023-01-06","3","5","1147","3","4","3188.037","3","3","1","0","Yes"
"513611","130","8","121.13","Solo","49","108.00","Food vouchers","46-60","F","false","false","usa","DCA","38.852","-77.037","2023-01-06","3","4","5193.50","2","2","786.4435","2","3","0","0","Yes"
"513625","198","8","912.60","Weekenders","28","168.00","Event vouchers","26-35","F","false","true","usa","MCI","39.297","-94.714","2023-01-06","1","2","880","3","4","4142.1520","1","1","1","0","Yes"
"513627","152","8","141.50","Solo","58","64.00","Food vouchers","46-60","F","true","false","usa","ATL","33.64","-84.427","2023-01-06","3","6","1556","3","3","654.97","3","3","0","2210.97","Yes"
"513787","346","8","1103.38","Solo","43","96.00","Food vouchers","36-45","M","true","false","usa","MEM","35.042","-89.977","2023-01-06","4","7","1087.6","6","4","1079.844","4","4","0","9619.68","Yes"
"513953","65","9","54.33","Solo","39","72.00","Food vouchers","36-45","F","true","false","usa","TCM","47.138","-122.476","2023-01-06","2","2","668","1","1","209.136","1","2","0","877.14","Yes"
"514167","484","8","1165.00","Solo","51","78.00","Food vouchers","46-60","F","false","false","usa","PHX","33.434","-112.008","2023-01-06","2","4","230","4","2","867.14","2","2","0","0","Yes"
"514944","135","9","111.44","Solo","49","120.00","Food vouchers","46-60","M","true","true","usa","LAX","33.942","-118.408","2023-01-07","1","2","340","1","1","610.81","1","1","0","950.81","Yes"
"515004","153","8","141.00","Solo","51","48.00","Food vouchers","46-60","F","true","true","usa","MHR","38.554","-121.297","2023-01-07","2","2","1693","1","1","734.59","1","2","0","2427.59","Yes"
"515271","134","8","124.50","Solo","57","48.00","Food vouchers","46-60","F","false","true","canada","YHU","45.517","-73.417","2023-01-07","3","6","276","3","3","1380.60","3","3","0","0","Yes"
"515409","167","8","155.63","Solo","45","80.00","Food vouchers","36-45","F","true","true","usa","JFK","40.64","-73.779","2023-01-07","3","6","1248","3","5","3005.158","3","3","2","4253.16","Yes"
"515516","127","8","117.88","Standard Travellers","34","0","10% off on taxi services","26-35","M","true","false","usa","EFD","29.607","-95.159","2023-01-07","0","0","0","0","0","0","0","0","0","0","No"
"515523","104","8","97.63","Solo","23","120.00","Food vouchers","18-25","M","false","false","usa","LAS","36.08","-115.152","2023-01-07","3","2","6335.45","1","1","518.65","1","3","0","0","Yes"
"515530","156","8","145.38","Standard Travellers","18","0","10% off on taxi services","18-25","F","false","true","canada","YYC","51.114","-114.02","2023-01-07","0","0","0","0","0","0","0","0","0","0","No"
"515610","290","8","985.00","Solo","33","156.00","Food vouchers","26-35","M","true","true","canada","YVR","49.195","-123.182","2023-01-07","2","4","264","4","5","10496.268","2","2","1","36333.05","Yes"
"515634","127","8","120.50","Standard Travellers","17","0","10% off on taxi services","Under 18","F","false","false","usa","AUS","30.194","-97.67","2023-01-07","0","0","0","0","0","0","0","0","0","0","No"
"515735","91","9","75.22","Solo","63","24.00","Food vouchers","60+","F","true","true","usa","MDW","41.786","-87.752","2023-01-07","1","2","0","1","1","517.22","1","1","0","517.22","Yes"
"515901","129","9","106.56","Solo","36","84.00","Food vouchers","36-45","F","false","false","usa","PHX","33.434","-112.008","2023-01-07","2","4","809.4","2","2","604.18","2","2","0","0","Yes"
"515985","114","9","94.22","Solo","43","72.00","Food vouchers","36-45","F","true","false","canada","YOW","45.323","-75.669","2023-01-07","3","4","1968","2","2","132.16","2","3","0","2100.16","Yes"
"516132","279","9","866.11","Solo","49","192.00","Food vouchers","46-60","F","false","true","usa","DAL","32.847","-96.852","2023-01-07","2","4","258","4","2","431.03","2","2","0","0","Yes"
"516556","103","8","96.13","Solo","37","96.00","Food vouchers","36-45","F","false","true","usa","MCI","39.297","-94.714","2023-01-07","1","2","723","1","1","313.91","1","1","0","0","Yes"
"516561","113","9","93.11","Solo","48","0","Food vouchers","46-60","F","true","false","usa","DAL","32.847","-96.852","2023-01-07","2","2","632","2","2","335.0525","2","2","0","967.05","Yes"
"516694","100","9","82.22","Business","52","180.00","Access to Business Lounges","46-60","F","true","true","usa","NGU","36.938","-76.289","2023-01-08","2","4","960","2","3","891.90","2","2","1","1851.90","Yes"
"516798","97","8","89.50","Solo","42","48.00","Food vouchers","36-45","F","true","false","usa","SJC","37.362","-121.929","2023-01-08","1","2","187","1","1","818.81","1","1","0","1005.81","Yes"
"516841","111","8","104.63","Solo","19","96.00","Food vouchers","18-25","M","false","true","usa","FAT","36.776","-119.718","2023-01-08","1","2","1329","1","1","675.4355","1","1","0","0","Yes"
"517105","162","9","133.67","Solo","48","72.00","Food vouchers","46-60","F","false","false","usa","SNA","33.676","-117.868","2023-01-08","4","7","1016","4","4","1440.2230","4","4","0","0","Yes"
"517158","97","8","90.38","Solo","53","56.00","Food vouchers","46-60","M","true","true","usa","MXF","32.379","-86.362","2023-01-08","3","6","883","3","3","755.85","3","3","0","1638.85","Yes"
"518191","391","9","972.56","Solo","46","60.00","Food vouchers","46-60","F","true","false","usa","YIP","42.238","-83.53","2023-01-08","2","4","370","4","2","220.61","2","2","0","983.37","Yes"
"518338","154","8","143.38","Solo","36","168.00","Food vouchers","36-45","F","false","true","usa","FTW","32.82","-97.362","2023-01-08","4","6","3338","3","3","671.12","3","4","0","0","Yes"
"518645","88","8","82.25","Standard Travellers","23","0","10% off on taxi services","18-25","F","true","false","usa","EWR","40.692","-74.169","2023-01-09","0","0","0","0","0","0","0","0","0","0","No"
"518870","118","8","110.88","Solo","38","60.00","Food vouchers","36-45","F","false","false","usa","LAX","33.942","-118.408","2023-01-09","3","4","994","2","2","929.34","2","3","0","0","Yes"
"518896","307","8","998.88","Business","57","366.00","Access to Business Lounges","46-60","F","true","false","usa","MDW","41.786","-87.752","2023-01-09","3","4","7129","4","2","633.77","2","3","0","20507.17","Yes"
"519248","126","8","115.88","Family","27","288.00","Extra Baggage","26-35","F","true","true","usa","RIC","37.505","-77.319","2023-01-09","1","2","3505.50","1","3","1022.25","1","1","1","4527.75","Yes"
"519596","135","8","126.75","Solo","41","84.00","Food vouchers","36-45","F","true","true","usa","POB","35.171","-79.014","2023-01-09","2","4","705","2","2","773.93","2","2","0","1478.93","Yes"
"519846","169","9","140.67","Solo","57","84.00","Food vouchers","46-60","F","false","true","usa","BRO","25.907","-97.426","2023-01-09","4","5","7592","3","4","2275.4615","3","4","1","0","Yes"
"519905","111","8","102.13","Solo","41","108.00","Food vouchers","36-45","F","true","false","canada","YUL","45.468","-73.741","2023-01-09","2","4","2818","2","2","712.21","2","2","0","3530.21","Yes"
"519965","149","8","138.63","Solo","38","72.00","Food vouchers","36-45","M","false","true","usa","OAK","37.721","-122.221","2023-01-09","3","6","1779.0","3","3","1275.743","3","3","0","0","Yes"
"520311","116","8","107.88","Solo","48","72.00","Food vouchers","46-60","F","true","true","usa","MKE","42.947","-87.896","2023-01-09","5","8","2592","4","5","1119.6395","4","5","1","3711.64","Yes"
"520539","164","8","484.09","Business","52","201.60","Access to Business Lounges","46-60","F","true","true","usa","LIT","34.729","-92.224","2023-01-09","3","6","362","5","3","852.2715","3","3","0","10374.71","Yes"
"520558","112","8","104.63","Solo","36","168.00","Food vouchers","36-45","F","false","false","usa","ROC","43.119","-77.672","2023-01-09","1","2","590","1","1","376.12","1","1","0","0","Yes"
"520733","144","8","135.63","Solo","41","96.00","Food vouchers","36-45","F","true","false","usa","HNL","21.316","-157.927","2023-01-09","3","6","1144","3","3","3186.2510","3","3","0","4330.25","Yes"
"520771","105","8","96.88","Standard Travellers","58","0","10% off on taxi services","46-60","F","true","true","usa","LRD","27.544","-99.461","2023-01-09","1","0","1760","0","0","0","0","1","0","1760.00","No"
"520902","136","9","112.33","Solo","39","88.00","Food vouchers","36-45","F","false","false","usa","MCI","39.297","-94.714","2023-01-10","4","7","1452","4","5","2352.6705","3","4","1","0","Yes"
"521000","184","8","169.25","Solo","47","56.00","Food vouchers","46-60","F","true","false","usa","CLT","35.214","-80.943","2023-01-10","3","6","885","3","3","620.91","3","3","0","1505.91","Yes"
"521009","100","10","74.60","Standard Travellers","68","0","10% off on taxi services","60+","F","true","false","usa","LGA","40.777","-73.872","2023-01-10","1","0","872","0","0","0","0","1","0","872.00","No"
"521343","181","9","150.56","Solo","37","129.60","Food vouchers","36-45","F","false","false","usa","CLT","35.214","-80.943","2023-01-10","5","10","1266","5","6","1024.811","4","5","1","0","Yes"
"521587","127","8","116.88","Solo","33","64.00","Food vouchers","26-35","F","false","false","usa","LGA","40.777","-73.872","2023-01-10","4","7","657","4","5","3494.77","4","4","1","0","Yes"
"521607","132","8","123.00","Solo","42","80.00","Food vouchers","36-45","F","false","false","usa","BFL","35.433","-119.057","2023-01-10","3","6","758.20","3","3","1433.3775","3","3","0","0","Yes"
"521865","215","9","178.56","Solo","45","104.00","Food vouchers","36-45","F","true","true","usa","RIC","37.505","-77.319","2023-01-10","4","7","2008","4","4","1090.237","4","4","0","3098.24","Yes"
"522062","137","8","126.75","Solo","50","90.00","Food vouchers","46-60","F","true","false","canada","YEG","53.31","-113.58","2023-01-10","4","8","1075","4","4","2053.37","4","4","0","3128.37","Yes"
"522233","339","8","1081.13","Solo","41","129.60","Food vouchers","36-45","M","false","false","usa","NGU","36.938","-76.289","2023-01-10","4","6","2851.8","5","4","2621.502","3","4","1","0","Yes"
"522315","149","8","139.38","Solo","34","36.00","Food vouchers","26-35","F","false","false","usa","BWI","39.175","-76.668","2023-01-10","2","4","647","2","2","229.81","2","2","0","0","Yes"
"522639","139","8","128.63","Solo","36","192.00","Food vouchers","36-45","F","false","false","usa","MDW","41.786","-87.752","2023-01-10","2","3","2652","2","2","575.500","2","2","0","0","Yes"
"523090","88","8","82.50","Solo","36","96.00","Food vouchers","36-45","F","false","true","usa","TUS","32.116","-110.941","2023-01-11","2","4","1014","2","2","832.21","2","2","0","0","Yes"
